"   ","OID","NAME","LONGDESC","LONGDESC_EXT1"
"365","1083741107","Registration to practise as a vet (All UK)","<p>To practise as a vet, you&nbsp;must register as a member of the Royal College of Veterinary Surgeons (RCVS) under one of the five lists. These are the:</p>

<ul class=""circlebullet"">
<li>general list</li>

<li>Commonwealth list - for those holding a Commonwealth qualification</li>

<li>foreign list - for those holding a foreign qualification</li>

<li>temporary list</li>

<li>visiting European list</li>
</ul>

<p>You must provide evidence of your qualifications and any other information required by the RCVS.</p>

<p>You must pay a registration fee.</p>

<p>If you are convicted in the UK or relevant European country of a criminal offence, found to have acted in a disgraceful or unprofessional manner, or if you are found to have provided misleading or false information on your application, the RCVS will investigate and you could be removed from the register.</p>

<p>Your name will not be reinstated to the register unless a disciplinary committee agree to it. Applications for your name to be reinstated cannot be made for at least ten months after you have been removed or suspended from the register.</p>

<p>If you practise as a vet, or claim to be one without being registered with the RCVS, you could be guilty of a criminal offence and liable to a fine.</p>",""
"366","1083741306","Premises licence (Scotland)","<p>If you wish to sell alcohol, for consumption on or off your premises in Scotland, your premises must be licensed by the local authority (known for these purposes as the licensing board) for the area in which your premises are based.</p>

<p>Your premises will also require a personal licence holder to sell and authorise the sale of alcohol.</p>

<p>Applications for a premises licence must include details about yourself (including any criminal convictions) and your premises, and should be accompanied by:</p>

<ul>
<li>a detailed operating plan</li>

<li>a scale plan of the layout of your premises</li>

<li>a planning certificate, building standards certificate and, if food is to be sold, food hygiene certificate</li>

<li>an application fee based on the non-domestic rateable value of your premises</li>
</ul>

<p>The operating plan for your premises must contain details on:</p>

<ul>
<li>the activities to be carried on</li>

<li>whether alcohol will be sold for consumption on or off the premises (or both)</li>

<li>the times when alcohol will be sold for consumption on and/or off the premises</li>

<li>the times when any other activities - eg sale of food - will be carried on</li>

<li>whether children will be allowed on the premises and, if so, the age at which they can enter, the times they can do so and the parts of the premises they are allowed access to</li>

<li>the capacity of the premises</li>

<li>information about the premises manager (you may nominate yourself)</li>
</ul>

<p>If your premises are about to be constructed, altered or extended, you may apply to the licensing board for a provisional premises licence. This enables you to have an assessment made as to the feasibility of the proposed development before you obtain a full licence and potentially incur substantial expenditure and costs. However, you will not be able to sell alcohol until you have been granted a full licence and if you don't apply for a full licence within a certain period the provisional licence will be revoked.</p>

<p>Contact your licensing board for an application form or visit their website to apply online. You must be aged 18 or over to apply for a premises licence or a provisional licence.</p>

<p>If your application is granted you will be issued a premises licence and a summary of the licence.</p>

<p>Conditions will be attached to the licence - eg stating that you must comply with the operating plan, have an age-checking policy in place and ensure that the premises manager holds a personal licence.</p>

<p>Licences are valid indefinitely, but you will need to pay an annual fee.</p>

<p>You must keep the licence (or a certified copy) in a safe place on your premises and display the summary licence in a prominent position on the premises. You must produce the licence on request for inspection by the police or other enforcement officers. You can be fined up to &pound;1,000 if you fail to do so.</p>

<p>You must also notify the licensing board of any change to your name or address, or that of your premises manager.</p>

<p>If you sell alcohol, or allow alcohol to be sold on your premises, without a licence you may be fined up to &pound;20,000, imprisoned for up to six months or both.</p>

<p>If you wish to serve alcohol outside of your licensed hours - eg for a wedding - you must apply to extend your hours.</p>

<p>If you wish to cater for an event taking place off your premises - eg providing alcohol for a wedding - you must apply for an occasional licence.</p>
",""
"367","1083741325","Dog breeding registration (Northern Ireland)","<p>If you breed dogs in Northern Ireland, you must register your breeding establishment with the district council where the establishment is situated.</p>",""
"368","1083741364","Insolvency practitioner authorisation (Northern Ireland)","<p>To act as an insolvency practitioner in Northern Ireland, you must be a member of and authorised by a recognised professional body or hold an authorisation granted by the Department of Enterprise, Trade and Investment (DETI).</p>

<p>Applications to the DETI must be on Form IA1 and be accompanied by a fee.</p>

<p>The application will only be granted if you hold the relevant educational and practical training and experience and you are classed as a fit and proper person.</p>

<p>You will receive a written notice if your application is successful. This will state the date on which the authorisation starts.</p>

<p>If your application is unsuccessful you will be given a written notice detailing the reasons for the refusal.</p>

<p>You have 14 days in which to make written representations to the competent authority in relation to any refusal.</p>

<p>Authorisations may be withdrawn if you:</p>

<ul class=""circlebullet"">
<li>are found to be no longer fit and proper</li>

<li>fail to comply with any requirements under the Insolvency (Northern Ireland) Order 1989 or the Insolvency Practitioners Regulations (Northern Ireland) 2006</li>

<li>have provided any false or misleading information</li>
</ul>

<p>You will be the insolvency practitioner for a company if you act as its liquidator, provisional liquidator, administrator, administrative receiver or as a supervisor under a company voluntary arrangement.</p>

<p>You will be the insolvency practitioner for an individual if you act as a trustee in bankruptcy, interim receiver, trustee under a deed of arrangement for a creditor, a supervisor of an individual voluntary arrangement or as the administrator of a deceased individual's estate.</p>",""
"369","1083741395","Personal licence (Scotland)","<p>If you sell alcohol from licensed premises, you or a member of your staff must hold a personal licence.</p>

<p>To qualify for a licence you must:</p>

<ul>
<li>be 18 years or older</li>

<li>hold a licensing qualification</li>

<li>not already hold a personal licence</li>

<li>not have had a personal licence revoked in the past five years</li>
</ul>

<p>Applications are made to your local licensing board.</p>

<p>Applications may be refused if:</p>

<ul>
<li>you have a criminal conviction for a 'relevant offence'</li>

<li>you held a personal licence which expired or you surrendered a personal licence within three years of your application</li>
</ul>

<p>You must tell the Licensing Board if you are convicted of a 'relevant offence' between the making of an application and it being determined.</p>

<p>A 'relevant offence' includes violent or sexual offences, firearms offences, drugs offences, aiding and abetting, inciting, counseling or procuring any relevant offence or any other offence which resulted in imprisonment.</p>

<p>Once granted, your personal licence will be valid for ten years.</p>
",""
"370","1083741799","Temporary event notice (England &amp; Wales)","<p>To hold an ad-hoc event in England or Wales you need a temporary event notice (TEN).</p>

<p>A temporary event is any event where you intend to carry out a licensable activity on unlicensed premises or wish to operate outside the terms of your existing premises licence or club premises certficate (eg by putting on a wedding).</p>

<p>Licensable activities are:</p>

<ul class=""circlebullet"">
<li>the sale of alcohol</li>

<li>the supply of alcohol to members of a private club&nbsp;</li>

<li>regulated entertainment including music, singing, dancing, film exhibitions, theatrical performances or indoor sporting events</li>

<li>the provision of hot food or drink to be consumed on or off the premises between 23.00 and 05.00</li>
</ul>

<p>Your event must:</p>

<ul class=""circlebullet"">
<li>involve less than 500 people at any one time</li>

<li>last no more than 96 hours</li>
</ul>

<p>You must give a TEN to the local authority (known for these purposes as the licensing authority) for the area in which your event is due to be held at least ten working days before the proposed start of the event.</p>

<p>You must also give a copy of the notice to the police no later than ten working days before the event.</p>

<p>You must be aged 18 or over to apply.</p>

<p>Your TEN must be accompanied by an application fee of &pound;21.</p>

<p>If there is no objection to your TEN, the licensing authority will issue you with a copy of the TEN containing an acknowledgement of receipt.</p>

<p>You must keep the TEN (or a certified copy) in a safe place on the premises and display a copy of the notice in a prominent position on the premises.</p>

<p>You can give a maximum of five TENs per year unless you are a personal licence holder, in which case you can give a maximum of 50 TENs per year.</p>

<p>If you are holding consecutive events on the same premises, there must be a minimum 24-hour break between events.</p>

<p>You may apply for a notice on 12 occasions each year in respect of any particular premises subject to a maximum aggregate duration of the periods covered by TENs at any individual premises of 15 days in any year.</p>

<p>If you carry out a licensable activity, or allow your premises to be used for such an activity without a TEN, you may be fined up to &pound;20,000, imprisoned for up to six months or both.</p>

<p>If you knowingly make any false statements in your application form you may be fined up to &pound;5,000.</p>",""
"371","1083742545","Pesticide approval (All UK)","<p>All products used for the protection of plants in agriculture, horticulture, forestry, industrial or amenity situations, and home gardens must be authorised by the Chemicals Regulation Directorate (CRD), of the Health and Safety Executive, before they can be sold, distributed, stored or used in the UK.&nbsp; This includes imported products.</p>

<p>Plant protection products (PPPs) may be used to control fungi, bacteria, viruses, insects, weeds, molluscs and any other 'pest' that would be harmful to crops or garden plants. Weed killers used on hard surfaces to control weeds are also included.&nbsp;</p>

<p>Active substances used in PPPs may include micro-organisms (such as bacteria or nematodes) or plant extracts which are classed as biopesticides, as well as chemically manufactured compounds.</p>

<p>For further information about the legislation affecting PPPs, or applying for authorisation of a PPP, or to check what products are authorised for use, go to CRD's website (<a href=""http://www.pesticides.gov.uk/"">www.pesticides.gov.uk</a>) or telephone 01904 455775.</p>

<p>&nbsp;</p>",""
"372","1084109734","Water supply licence (England &amp; Wales)","<p>If you wish to supply water to non-household premises, you must be licensed by Ofwat (the Water Services Regulation Authority).</p>

<p>There are two types of licence you may apply for:</p>

<ul class=""circlebullet"">
<li>retail licence - this authorises you to purchase a wholesale supply of water from an appointed water company (known as a water undertaker) in order to supply water to your customers' premises</li>

<li>combined licence - this authorises you use a water undertaker's supply system (as per a retail licence) and to introduce water into that supply system for the purposes of supplying your customers</li>
</ul>

<p>Each premises you supply must:</p>

<ul class=""circlebullet"">
<li>not be household premises</li>

<li>be likely to use at least 50 megalitres of water per year</li>

<li>not be supplied with water by another company with a water supply licence</li>
</ul>

<p>Before making an application it is recommended that you contact Ofwat for informal advice.</p>

<p>You must include the following with your application:</p>

<ul class=""circlebullet"">
<li>details about your business</li>

<li>evidence of your financial and managerial capability, including audited accounts, a business plan and details of the systems and procedures you have in place to comply with statutory duties, licensing conditions and operational standards</li>

<li>an application fee of &pound;2,000 (for a retail licence) or &pound;2,500 (for a combined licence)</li>
</ul>

<p>Within ten working days of receiving written confirmation that&nbsp;your application is valid from Ofwat, you must publish a notice of your application on your website or in such other way that you consider will bring it to the attention of interested parties. You must let Ofwat know that you have published the notice.</p>

<p>The application process will take up to 60 working days, during which time Ofwat will work with you to clarify what you need to do to satisfy the criteria for obtaining a licence.</p>

<p>During this period you will also need to demonstrate to the Drinking Water Inspectorate (DWI) that your water is wholesome at the point of supply. This is achieved by way of paper-based assessment showing that you have an understanding of water supply and water quality issues.</p>

<p>If you are applying for a combined licence you must also demonstrate to DWI that you are aware of your responsibilities with regard to the introduction of potable water into the water supply system, and that you have the resources to meet these.</p>

<p>You will only be granted a licence if your business is a limited company and is not a water or sewerage undertaker.</p>

<p>If your application is successful you will receive a copy of your licence.</p>

<p>This will&nbsp;give the date from which the licence comes into effect and will also state that the licence will remain in force unless revoked or terminated by the Secretary of State with not less than 25 years' notice. The licence will also be subject to a number of standard conditions which you must comply with or risk having your licence revoked.</p>

<p>You will then be able to supply water to customers subject to:</p>

<ul class=""circlebullet"">
<li>entering into an access agreement with the relevant water undertaker for retail supply</li>

<li>completing a detailed technical assessment for DWI before introducing potable water into a water undertaker's supply system (combined licence holders only if they intend to put their own water into the undertaker's supply system)</li>
</ul>

<p>If you breach any conditions of your licence, Ofwat may revoke the licence and/or take appropriate enforcement action.</p>",""
"373","1083742635","Pollution prevention and control permit - petrol vapour recovery (Scotland)","<p>If you operate an installation for the unloading of petrol into stationary storage tanks or motor vehicle refuelling activities at a service station in Scotland, you may require a pollution prevention and control (PPC) permit from the Scottish Environment Protection Agency (SEPA).</p>

<p>You must include the following information in your application:</p>

<ul class=""circlebullet"">
<li>your name, telephone number, address, or those of your authorised contact, and any other necessary contact details</li>

<li>the address of the site and a national grid reference, map or plan to show the site location and boundaries</li>

<li>the local authority where the business is to be based</li>

<li>details of any existing permits for the installation</li>

<li>the legal status of the operation</li>
</ul>

<p>If you are applying for a PPC for a new installation or to change an existing PPC, you must also include the following documents:</p>

<ul class=""circlebullet"">
<li>site maps of the installation - showing the location of the site and the activities to be completed</li>

<li>details of how the petrol is to be unloaded - eg when the vapour balancing equipment was installed, how much petrol is unloaded in a year, and how deliveries are controlled</li>

<li>copies of technical documents - site specific assessments, process diagrams for vapour balancing</li>

<li>supervision, training and qualification documents for staff</li>

<li>examination schedules for equipment</li>

<li>contingency measures</li>
</ul>

<p>An application and annual subsistence fee will be charged.</p>

<p>Your permit may have specific conditions to adhere to, depending on your operations. You must also follow any best available techniques to prevent and minimise pollution.</p>

<p>If you wish to surrender a PPC, you will have to apply to SEPA using the relevant form and pay a processing fee.</p>",""
"374","1083742706","Pollution data reporting (Scotland)","<p>If you are an operator of a business in Scotland regulated by a pollution prevention and control permit (PPC), you may have to report your annual emission releases to the Scottish Environment Protection Agency (SEPA) for inclusion in the Scottish Pollutant Release Inventory (SPRI).</p>

<p>Part A permit holders - businesses that have the potential to cause emissions to land or water, or larger volume emissions to the air - must report to SEPA at yearly intervals and immediately inform them of any accident or incident that may affect the environment. When reporting you must include the following information:</p>

<ul class=""circlebullet"">
<li>your NIC number</li>

<li>the name, address and permit number of your site</li>

<li>company details - including contact details</li>

<li>levels of pollutants to air, water, waste water, land and off-site transfers</li>
</ul>

<p>You must report using the SPRI reporting form in either electronic or paper format.</p>

<p>Permit holders may be requested at any point by SEPA to provide information on their emissions or discharges.</p>",""
"375","1083742890","Pollution prevention and control permit - Part A (Scotland)","<p>If your business operates certain types of installations in Scotland which have the potential to cause emissions to land or water, or larger volume emissions to air, you will require a Part A pollution prevention and control permit (PPC).</p>

<p>PPC Part A permits regulate a broad range of environmental impacts, including:</p>

<ul class=""circlebullet"">
<li>emissions to air, land and water</li>

<li>energy efficiency</li>

<li>waste reduction</li>

<li>raw material consumption</li>

<li>noise vibration and heat</li>

<li>accident prevention</li>

<li>the condition of your site</li>
</ul>

<p>When applying, you must include:</p>

<ul class=""circlebullet"">
<li>your name, telephone number, address and any other necessary contact details</li>

<li>the address of the site and a national grid reference, map or plan to show the site location and boundaries</li>

<li>a site report explaining the condition of the site and identifying any pollutants on the land</li>

<li>description of the activities to be carried out at the site</li>

<li>materials and substances that will be used</li>

<li>all emissions from the installation - the nature, quantity and sources - and details of what measures will be taken to limit these emissions</li>

<li>a copy of a safety report</li>

<li>a non-technical summary of all the information provided</li>
</ul>

<p>You can apply online or on a paper form. An application fee may be charged.</p>

<p>You must advertise your application in the Edinburgh Gazette and at least one local newspaper. The advert must explain who the applicant is, the site of the installation, the activities to be carried out, and any possible effects of emissions. It must state where the application can be viewed, and advise that any representations can be made to SEPA.</p>

<p>Your permit will have specific conditions attached, depending on your operations. You must also follow any best available techniques to prevent and minimise pollution.</p>

<p>If you want to surrender your Part A permit, you must apply to SEPA and pay the relevant fee.</p>

<p>Smaller installations that only have the potential to produce emissions to air may be required to obtain a Part B PPC permit.</p>",""
"376","1083742893","Pollution prevention and control permit - Part B (Scotland)","<p>If your business operates certain types of installation which have the potential to cause emissions to air in Scotland you will require a Part B pollution prevention and control (PPC) permit.</p>

<p>Part B PPC permits regulate smaller installations that only have the potential to cause emissions to air.</p>

<p>The Scottish Environment Protection Agency (SEPA) provides guidance on what activities require a Part B permit.</p>

<p>You can apply online or use a paper form. You must include the following information when you apply:</p>

<ul class=""circlebullet"">
<li>your name, telephone number, address and any other necessary contact details</li>

<li>the address of the site and a national grid reference, map or plan to show the site location and boundaries</li>

<li>the local authority where the business is to be based - if a mobile plant</li>

<li>description of the activities to be carried out at the site</li>

<li>all emissions from the installation - the nature, quantity and sources</li>

<li>a copy of a safety report</li>
</ul>

<p>An application fee may be charged.</p>

<p>Your application may also be considered by any of the following consulting bodies:</p>

<ul class=""circlebullet"">
<li>the Health &amp; Safety Executive - for sites that require a nuclear licence</li>

<li>the relevant Health Board where the installation will operate</li>

<li>your local authority</li>

<li>Scottish Natural Heritage - if the installation may affect a Site of Special Scientific Interest</li>
</ul>

<p>Your permit will have specific conditions to adhere to, depending on your operations. You must also follow any best available techniques to prevent and minimise pollution.</p>

<p>If your operation is larger, or causes emissions to water or land and is an activity prescribed for control under part A of the PPC Regs, you will be required to obtain a Part A PPC permit.</p>",""
"377","1084001823","Pleasure permit (Northern Ireland)","<p>If you offer amusements with prizes on your premises in Northern Ireland, you may need to hold a pleasure permit. Pleasure permits are only issued for premises used wholly or mainly for the provision of amusements.</p>

<p>Applications must be made to the district council where your premises are situated and will be subject to a fee.</p>

<p>Conditions may be attached to a permit.</p>
",""
"378","1084001825","Slaughterman licence (England, Wales &amp; Scotland)","<p>If you operate as a slaughterman in Great Britain, you require a licence from the Food Standards Agency.</p>

<p>You are considered to be operating as a slaughterman if you:</p>

<ul class=""circlebullet"">
<li>restrain any animal for the purpose of stunning, slaughtering or killing that animal</li>

<li>stun, slaughter or kill any animal</li>

<li>pith any stunned animal</li>

<li>assess the effective stunning or killing of any animal</li>

<li>shackle or hoist any stunned animal</li>

<li>bleed any animal which is not dead</li>
</ul>

<p>However, you don't need a licence for the following activities:</p>

<ul class=""circlebullet"">
<li>killing an animal in an emergency, eg if it's in distress and where it needs to be killed immediately for welfare reasons</li>

<li>slaughtering your own animals for your private consumption on premises other than a slaughterhouse or knacker's yard</li>

<li>slaughtering or killing animals for a non-commercial purpose</li>

<li>killing animals by certain approved methods as a means of disease control</li>

<li>shooting animals in the field eg with a shotgun or rifle</li>

<li>dislocating the necks of, or decapitating, poultry on the agricultural premises where they were raised</li>

<li>killing farmed foxes or mink by certain approved methods</li>

<li>killing surplus chicks or embryos in hatchery waste by certain approved methods</li>

<li>shackling birds before stunning or killing</li>

<li>operating automatic equipment that stuns, slaughters or kills animals, without requiring you to carry out any of the activities above for which a licence is required</li>

<li>slaughtering or killing animals under veterinary supervision</li>
</ul>

<p>To apply for a licence, you must be at least 18 years old and you require a certificate of competence from an authorised veterinary surgeon.</p>

<p>If you work at a licensed slaughterhouse, the assessment for the certificate of competence will usually be carried out by the authorised veterinary surgeon at that slaughterhouse. If you work in any other premises you should apply to the local Animal Health Divisional Office and they will arrange an assessment. A fee may be payable. You can then apply for either a full licence.</p>

<p>If you are in training to become a slaughterman you must apply for a provisional licence. This will be valid for a period of up to three months and will authorise you to carry out the relevant activities only&nbsp;in the presence, and under the direction of, a veterinary surgeon or the holder of a full licence covering the same species, operations and equipment.</p>

<p>You must disclose in your application form if you have been refused a licence to slaughter animals, had such a licence revoked or been convicted under any legislation concerning the welfare of animals.</p>

<p>If applying for a full licence, you must also enclose:</p>

<ul class=""circlebullet"">
<li>your certificate of competence</li>

<li>two passport sized photographs (with your name written on the back of each)</li>
</ul>

<p>No fee is payable for a provisional licence but there a registration charge of &pound;26 for a full licence.</p>

<p>Application forms can be downloaded from the Department for Environment, Food and Rural Affairs (Defra) website. The same form is used to apply for a certificate of competence, provisional licence or full licence.</p>

<p>If granted, your licence will state the operations you are licensed to carry out, the relevant species of animal you may carry out those operations on and the equipment or instruments to be used.<br />
&nbsp;<br />
You must:</p>

<ul class=""circlebullet"">
<li>ensure the welfare of the animals kept on your premises</li>

<li>ensure all employees have knowledge of the welfare legislation</li>

<li>follow all requirements applicable to slaughterhouses and knackers' yards</li>
</ul>

<p>Additional requirements apply to the slaughter and killing of animals other than at a slaughterhouse or knacker's yard.</p>

<p>","The slaughter of animals without stunning to meet Jewish and Muslim religious requirements must only be carried out in approved slaughterhouses.</p>

<p>If you wish to slaughter animals for food using the Jewish religious method (shechita), instead of a certificate of competence you may obtain a licence from the Rabbinical Commission for the Licensing of Shochetim in England and Wales or the Chief Rabbi in Scotland. You must then submit this with your application for a slaughterman licence.</p>

<p>If you operate without a licence or fail to comply with these requirements, you may be fined, imprisoned for up to three months or both.</p>
"
"379","1084001827","Boat hire licence (Scotland)","<p>If you own or operate a boat which you let&nbsp;out for hire or to carry&nbsp;a maximum of&nbsp;12 passengers for reward, you need a boat hire licence.</p>

<p>Licence applications must be made to the local authority (known for these purposes as the licensing authority) for the area in which your business operates and should be:</p>

<ul class=""circlebullet"">
<li>made in writing (usually on application forms available from the local authority)</li>

<li>signed by yourself</li>

<li>accompanied by a fee</li>
</ul>

<p>Fees are set at local authority level and may vary from area to area.</p>

<p>The application must specify:</p>

<ul class=""circlebullet"">
<li>the type of licence you're applying for</li>

<li>your name and address and, if someone else is exercising day-to-day management, that person's name and address</li>

<li>where the application is made on behalf of a company or partnership, the name and registered or principal address, the area from which the licensed activity will be carried out, names and private addresses of directors or partners and, if someone else is exercising day-to-day management, that person's name and address</li>

<li>any other information required by the licensing authority</li>
</ul>

<p>You may be required to produce a certificate, from a suitably qualified person, which states that each vessel covered by the licence is suitably designed, constructed, maintained and equipped and is safe for the purpose for which, and the place or waters in which, it is to be used.</p>

<p>Conditions may be attached to your licence, eg fixing the maximum number of people you can carry or which inland or tidal waters each vessel can be used in.</p>

<p>You must have public liability insurance, approved by the licensing authority, for each vessel.</p>

<p>If some of your passengers embark from a place outside the area of the licensing authority, you may also need to apply for a licence from that other area's licensing authority.</p>

<p>A licence is usually valid for three years, after which you will need to renew it following the same process.</p>

<p>If you fail to have insurance for your vessel whilst holding a licence, fail to hold a boat hire licence or provide a false statement on your licence application, you may commit an offence and be fined up to &pound;2,500. If you fail to comply with a licence condition you may commit an offence and be fined up to &pound;1,000.</p>

<p>You must notify the licensing authority of any changes in circumstances that affect you or boat hiring activities and you must have their consent to make changes to your vessel. If you fail to notify the licensing authority or fail to obtain consent you may commit an offence and be fined up to &pound;1,000.</p>

<p>If you have to surrender your licence and fail to do so you may commit an offence and be fined up to &pound;500.</p>
",""
"380","1084001829","Itinerant metal dealer's licence (Scotland)","<p>If you buy and sell scrap metal on a door-to-door basis (ie without using premises on which the metal is stored), you need an itinerant metal dealer's licence. This licence will allow you to carry on business anywhere in Scotland.</p>

<p>Licence applications must be made to the local authority (known for these purposes as the licensing authority) for the area in which your business operates and should be:</p>

<ul class=""circlebullet"">
<li>made in writing (usually on application forms available from the local authority)</li>

<li>signed by yourself</li>

<li>accompanied by a fee</li>
</ul>

<p>Fees are set at local authority level and may vary from area to area.</p>

<p>The application must specify:</p>

<ul class=""circlebullet"">
<li>the type of licence you're applying for</li>

<li>your name and address and, if someone else is exercising day-to-day management, that person's name and address</li>

<li>where the application is made on behalf of a company or partnership, the name and registered or principal address, the area from which the licensed activity will be carried out, names and private addresses of directors or partners and, if someone else is exercising day-to-day management, that person's name and address</li>

<li>any other information required by the licensing authority</li>
</ul>

<p>Conditions may be attached to your licence.</p>

<p>A licence is usually valid for three years, after which you will need to renew it following the same process.</p>

<p>Once you have a licence, you must keep records, either by using books with serially numbered pages or a computer or similar device which details any changes you make to your records.</p>

<p>For metal you buy, you must keep records of the:</p>

<ul class=""circlebullet"">
<li>description and weight</li>

<li>name and address of the seller</li>

<li>price paid for the metal</li>
</ul>

<p>For metal you sell, you must keep receipts detailing the:</p>

<ul class=""circlebullet"">
<li>description and weight</li>

<li>name and address of the buyer</li>

<li>price you sold the metal for</li>
</ul>

<p>Records and receipts must be kept for six months.</p>

<p>If you deal in second-hand goods as well as scrap metal, you also need a second-hand dealer's licence.</p>

<p>If your application is rejected the licensing authority won't consider any further application made within a year unless there are significant changes in your circumstances.</p>

<p>If you work as an itinerant metal dealer without a licence or make a false or misleading statement in your application you may commit an offence and be fined up to &pound;2,500. If you fail to comply with any conditions you may commit an offence and be fined up to &pound;1,000.</p>
<p>You must notify the licensing authority of any changes to your circumstance. If you fail to do so you may commit an offence and be fined up to &pound;1,000. If you fail to surrender your licence when requested you may commit an offence and be fined up to &pound;250.</p>

<p>In addition a court may issue you with an order that prevents you from selling metal until seven days after acquiring it. This notice could be in force for up to two years.</p>

<p>If you fail to keep records you may commit an offence and be fined up to &pound;1,000. If you falsify records or receipts you may commit an offence and be fined up to &pound;2,500.</p>

<p>You must not sell metal to or buy metal from anyone under the age of 16. If you do so you may commit an offence and be fined up to &pound;1,000.</p>",""
"381","1084001831","Metal dealer's licence (Scotland)","<p>If you are a scrap metal dealer operating from premises, you need a licence, unless you have an exemption warrant/temporary exemption warrant (see below). The licence will specify the place where you can carry out your business.</p>

<p>Applications must be made to the local authority (the licensing authority) for the area where your business operates and should be made in writing (usually on application forms available from the local authority), signed by yourself and accompanied by a fee.</p>

<p>Fees are set at local authority level and may vary from area to area.</p>

<p>The application must specify:</p>

<ul class=""circlebullet"">
<li>the type of licence you're applying for</li>

<li>your name and address and, if someone else is exercising day-to-day management, that person's name and address</li>

<li>where the application is made on behalf of a company or partnership, the name and registered or principal address, the address and the area from which the licensed activity will be carried out, names and private addresses of directors or partners and, if someone else is exercising day-to-day management, that person's name and address&nbsp;</li>

<li>any other information required by the licensing authority</li>
</ul>

<p>Your application must also contain either&nbsp;a declaration that you are displaying a public notice in relation to your application or that you do not have rights in the premises that enable you to put up a notice and detailing the reasonable steps that you have made to get those rights.</p>

<p>From the date of making your application, you must (where possible) display a notice in or near your premises for 21 days stating:</p>

<ul class=""circlebullet"">
<li>that you have made an application for a licence</li>

<li>the particulars specified in your application</li>

<li>that any objections/representations relating to your application must be made to the licensing authority, the form in which they must be made and the deadline for doing so</li>
</ul>

<p>At the end of this period you must submit a certificate to the licensing authority stating that you have complied with the requirement to advertise notice of your application.</p>

<p>Conditions may be attached to your licence, eg restricting your activities to a particular area.</p>

<p>A licence is usually valid for three years, after which you will need to renew it following the same process.</p>

<p>Once you have a licence, you must keep records, either by using books with serially numbered pages or a computer or similar device which details any changes you make to your records.</p>

<p>For metal you receive at each place of business, you must record, immediately after receipt, the:</p>

<ul class=""circlebullet"">
<li>description and weight</li>

<li>date and time of receipt</li>

<li>name and address of the person it came from (where applicable)</li>

<li>price paid (if any) or your estimate of its value</li>

<li>registration mark of the delivery vehicle</li>
</ul>

<p>For metal you process, despatch or otherwise dispose of from each place of business, you must record immediately after the disposal the:</p>

<ul class=""circlebullet"">
<li>description and weight of the metal at the time of disposal</li>

<li>date of disposal</li>

<li>the specific process you used to process the metal (where applicable)</li>

<li>name and address of the recipient and either the money or whatever you received in exchange (if you sold or exchanged the metal) or your estimate of its value</li>
</ul>

<p>You must not dispose of scrap metal until at least 48 hours (excluding weekends) have elapsed since you acquired it, unless either your licence or an order made by the licensing authority allows you to do so.</p>

<p>If you have a certificate from the auditor of your business stating that, in a financial year within the last 18 months, the total amount you received in respect of metal sold or supplied exceeded &pound;100,000, you can apply to the licensing authority for a ","warrant exempting you from being licensed. A warrant is valid for three years and a temporary warrant for up to 18 months.</p>

<p>If you deal in second-hand goods as well as scrap metal, you also need a second-hand dealer's licence.</p>"
"382","1084001834","Approval of course leading to regulated qualification (Northern Ireland)","<p>If you are an organisation wishing to offer&nbsp;regulated&nbsp;qualifications in Northern Ireland you must first be recognised as being suitable to operate as an awarding organisation.</p>

<p>Regulated qualifications are published on the Register of Regulated Qualifications, which assures users (learners, schools, colleges, etc) that your organisation has successfully completed independent checks with regards to integrity, governance, resources and competence.</p>

<p>The process of recognition is undertaken jointly by the qualifications regulators in England, Wales and Northern Ireland. In Northern Ireland this is the Council for the Curriculum, Examinations and Assessment (CCEA).</p>

<p>In Northern Ireland, CCEA is the regulator for non-vocational qualifications and Ofqual regulates vocational qualifications.</p>

<p>Application forms are available on both the CCEA and Ofqual websites. You can use the same form for vocational or non-vocational qualifications - just indicate which body you want recognition from.</p>

<p>You will need to meet certain criteria, such as integrity and governance, in order to be recognised. You will be required to supply supporting documents with your application that show how you meet these criteria.</p>

<p>Completed application forms should be submitted to Ofqual, which will forward them on as appropriate.</p>

<p>No application fee is payable.</p>

<p>In order to stay recognised you will need to declare your compliance with the recognition criteria on an annual basis.</p>

<p>Once you are recognised as an awarding organisation, you must also have your qualifications accredited.<br />
</p>

<p>An external qualification will qualify for accreditation if it is provided for learners who are:</p>

<ul class=""circlebullet"">
<li>attending grant-aided schools</li>

<li>under 19 years of age and in full time further education</li>

<li>over the age of 19</li>
</ul>
",""
