id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
730,13464,11652,"Business Advice - Nottingham",,"<p>First Enterprise specialises in dealing with African-Caribbean and Asian businesses, but any business based in Nottingham may be eligible for support.</p> ",,"<p>New and established businesses based in Nottingham can access advisory support to assist them in a variety of areas. A highly experienced team of qualified advisers can offer support in key areas such as:</p> <ul> <li>sales and marketing</li> <li>finance</li> <li>business strategies</li> <li>management and structure development</li> <li>administration systems development</li> <li>skills development</li> <li>international import and export advice</li> </ul> ",,0,249,0,,0,1,0,"First Enterprise","Advice and support for start-up and existing businesses based in Nottingham",http://www.first-enterprise.co.uk/advice,"First Enterprise website","First Enterprise reception@first-enterprise.co.uk 0115 942 3772 90 Radford Road Hyson Green Nottingham NG7 5FU"
731,18933,11653,"Start-Up Advice - South East London",,"<p>Residents of the Greenwich and Lewisham Boroughs of South East London may apply.</p> ",,"<p>New businesses and individuals interested in establishing an enterprise can access impartial and confidential business advice. Sessions can address areas including:</p> <ul> <li>legal formats</li> <li>raising finance</li> <li>preparing plans</li> <li>forecasting</li> <li>VAT status</li> <li>marketing</li> <li>employment considerations</li> </ul> ",,0,249,0,,0,1,0,"South East Enterprise","One-to-one advice on starting up a business for individuals from Boroughs of Greenwich or Lewisham ",http://www.seenterprise.co.uk/advice.htm,"South East Enterprise website","South East Enterprise info@seenterprise.co.uk 020 8297 4428 28 Lewis Grove London SE13 6BG"
732,18934,11654,"Business Advice - South East London",,"<p>Businesses based in the Greenwich or Lewisham Boroughs of South East London may apply.</p> ",,"<p>The scheme provides support in the following areas:</p> <ul> <li>building capacity to assist with tendering</li> <li>advice on business growth</li> <li>e-business training and web design</li> </ul> ",,0,249,0,,0,1,0,"South East Enterprise (GEB)","Impartial and practical advice for businesses based in Greenwich and Lewisham",http://www.seenterprise.co.uk/advice2.htm,"South East Enterprise (GEB) website","South East Enterprise (GEB) info@seenterprise.co.uk 020 8297 4428 28 Lewis Grove London SE13 6BG"
733,18205,11655,"Spirit of Enterprise Fund - North East England",,"<p>Disabled people based in North East England may apply.</p> ",,"<p>Financial support is available to help disabled people or those from disadvantaged communities to establish a new business, or develop an existing enterprise.</p> ",,0,249,5000,,0,1,1000,"Northern Pinetree Trust","Financial support for disabled people seeking to start or develop a business",http://www.northernpinetreetrust.co.uk/seo/index.htm,"Northern Pinetree Trust website","Northern Pinetree Trust spiritofenterprise@pinetree-centre.co.uk 0191 492 8200 The Pinetree Centre Durham Road Birtley County Durham DH3 2TD"
734,18935,11656,"Street North East - England",,"<p>Applicants must:</p> <ul> <li>be based in the North East of England</li> <li>have been trading for at least six months</li> <li>have no more than ten employees</li> </ul> ",,"<p>Loans are available to help sole traders and micro businesses, which are unable to access mainstream sources of finance.</p> ",,0,10,15000,,6,1,500,"Street North East","Financial support for new and existing businesses unable to access mainstream finance",http://www.streetnortheast.co.uk/section.asp?tab=3&id=72,"Street North East website","Street North East enquire@streetnortheast.co.uk 0191 230 2080 Portman House Portland Road 10 Bigg Market Newcastle Upon Tyne NE2 1AQ"
735,16704,11657,"Michelin Development Loan Fund - Stoke-on-Trent","<p>Priority will be given to projects which will benefit other local companies through the supply chain.</p> <p>The Michelin Development Loan Scheme is also available in Ballymena, Dundee and Burnley.</p> ","<ul> <li>manufacturing</li> <li>IT</li> <li>environmental technologies</li> <li>design</li> </ul> ",,"<p>This scheme provides advisory and financial support for projects which can create high-quality sustainable employment in areas of the UK where Michelin has plants.</p> ",,0,249,0,,0,1,5000,"Michelin Development Ltd - Stoke-on-Trent","Funding for projects which will lead to job creation",http://www.michelindevelopment.co.uk/initiative.htm,"Michelin Development Ltd - Stoke-on-Trent website","Michelin Development Ltd - Stoke-on-Trent 01782 402 000 Riverside Park Campbell Road Stoke-on-Trent ST4 4EY"
736,18880,11658,"Sirius - Hull","<p>Sirius also offers loans to new or expanding small businesses in the area.</p> ","<p>Pre-start, new and existing businesses based in Hull and Holderness may apply.</p> ",,"<p>A range of support is available to help businesses with their development. Services available include:</p> <ul> <li>business plan compilation</li> <li>advice, support and mentoring</li> <li>market research</li> <li>financial planning</li> <li>health and safety support</li> <li>identifying relevant training</li> </ul> ",,0,249,0,,0,1,0,Sirius,"Help and advice for new and established businesses based in Hull and surrounding areas",http://www.sirius-hull.co.uk,"Sirius website","Sirius info@sirius-hull.co.uk 01482 890 146 8 St Augustine's Gate Hedon East Yorkshire HU12 8EX"
737,13471,11659,"The Institute of Applied Entrepreneurship - West Midlands",,"<p>Individuals interested in establishing a business in the West Midlands may apply.</p> ",,"<p>Programme of support designed to help people thinking of setting up a new business in the West Midlands. The service includes:</p> <ul> <li>one-to-one business mentoring</li> <li>training</li> <li>networking and other events</li> <li>virtual office</li> </ul> ",,0,249,0,,0,1,0,"The Institute of Applied Entrepreneurship","Support for individuals setting up a business in the West Midlands",http://wwwm.coventry.ac.uk/researchnet/enterprise/business/pages/business.aspx,"The Institute of Applied Entrepreneurship website","The Institute of Applied Entrepreneurship business-enterprise@cad.coventry.ac.uk 024 7623 6001 The TechnoCentre Coventry University Puma Way Coventry CV1 2TT"
738,13472,11660,"Technology Support - Cambridgeshire",,,,"<p>The Cambridge Network enables its members to work together and leverage their collective resources in new ways for the benefit of technology-enabled enterprise and adjacent stakeholders in the Cambridge region.</p> <p>The network is committed to:</p> <ul> <li>raising the profile of Cambridge</li> <li>collaborative advantage</li> <li>sharing for success</li> </ul> <p>The network achieves this by using a variety of technology, knowledge and people-based tools to enhance business processes both on a local and a global scale. Member communication is facilitated through their website and the network organises about 40 member events each year.</p> ",,0,249,0,,0,1,0,"The Entrepreneurship Centre","Advice and support to pre-start and start-up businesses",http://www.cambridgenetwork.co.uk,"The Entrepreneurship Centre website","The Entrepreneurship Centre office@cambridgenetwork.co.uk 01223 300 148 The Hauser Forum 3 Charles Babbage Road Cambridge CB3 0GT"
739,18470,11663,"Property Solutions - Northern Ireland",,"<p>This programme is available to all Invest NI clients.</p> ",,"<p>This scheme offers support for all aspects of commercial property and business accommodation needs at start-up and on through to growth or expansion phases.</p> <p>The Propery Solutions team provide a comprehensive and coordinated local property resource, with both advisory and financial assistance available. The team also holds a comprehensive database of private sector property developments, as well as Invest NI's portfolio of factories, manufacturing units and offices.</p> ",,0,249,0,,0,1,0,"Invest Northern Ireland","Support for businesses in developing their premises",http://www.investni.com/property,"Invest Northern Ireland website","Invest Northern Ireland 028 9069 8110 Bedford Square Bedford Street Belfast BT2 7ES"
740,16998,12305,"Business Mentoring Support ",,,,"<p>mentorsme.co.uk is Britain's first online gateway for small and medium-sized enterprises looking for mentoring services.</p><p>The free site offers businesses access to a list of quality-assured business mentoring organisations acrossBritain. An easy-to-use search engine allows businesses to refine their searches according to the life stage of their business and their location inBritain.</p><p>Our objective is to help businesses find a mentoring organisation to suit their needs in a fast and easy way.</p><p>The site also allows business professionals to offer their services as a business mentor via the mentoring organisations listed. Aspiring mentors may want to work in a particular area ofBritainand have a particular area of expertise to offer. Our search engine allows them to locate mentoring organisations that are the closest match to their profile.</p><p>mentorsme.co.uk also aims to raise awareness about the benefits of business mentoring through its library of online resources, which includes articles about mentoring and case studies of successful business mentoring relationships.</p><p>mentorsme.co.uk is operated by the Business Finance Taskforce, which has been set up by the British Bankers' Association and is made up of five banks: Barclays, HSBC, Lloyds Banking Group, Royal Bank ofScotlandandSantander. The taskforce was established to help businesses access the finance they need to grow.</p>",,0,0,0,,0,0,0,mentorsme,"Use the 'mentorsme' search engine to access quality assured mentoring organisations in your area",http://www.mentorsme.co.uk/finding-a-mentor,"mentorsme website",http://www.mentorsme.co.uk/contact-us
741,18471,12338,"Tourism Development Scheme","<p>TDS is a discretionary scheme and NITB will offer assistance only to those projects that will assist the organisation in meeting its corporate objectives.</p><p>Full details of the Tourism Development Scheme terms and conditions can be found at <a href=""http://www.nitb.com/tds"">www.nitb.com/tds</a></p>","<p>Projects which will be considered for support under the Tourism Development Scheme 2011-2013 will lie within the following nine destination areas identified within the <a href=""http://www.detini.gov.uk/ni_tourism_20100308.pdf"">Draft Tourism Strategy for Northern Ireland to 2020</a>:</p><ul><li>Belfast</li><li>Fermanagh Lakelands</li><li>Derry and Londonderry</li><li>Lough Neagh</li><li>Strangford</li><li>Causeway Coast and Glens</li><li>The Mournes</li><li>The Sperrins</li><li>Armagh</li></ul><p>Underpinning these destinations, NITB has identified priority products which will be developed to meet with increased visitor expectations and market need. The priority product types for this TDS programme are as follows and funding will be provided to support:</p><p><strong>Family themed products</strong></p><ul><li>play areas as part of a wider theme park development or visitor attraction</li><li>themed children's trails and â€œlearn toâ€</li><li>outdoor family friendly trails</li><li>theatre / exhibitions demonstrating family friendly visitor experiences</li></ul><p><strong>Culture and Heritage</strong></p><ul><li>restoration, refurbishment and interpretation of attractions with strong tourism potential</li><li>Gateway Tourist Information Centres as part of a wider tourism offering</li></ul><p><strong>Food/Music/Gardens</strong></p><ul><li>interpretation and innovative themed visitor facilities</li><li>restoration / conservation of historic and contemporary gardens which will be significant day visitor attractions</li><li>proposals to build capacity, increase visitor access and improve the visitor experience</li></ul><p><strong>Large Scale Conference and Events Infrastructure</strong></p><ul><li>permanent dressing of buildings</li><li>events staging structures and equipment</li><li>permanent pathways / landscaping at outdoor event locations</li><li>upgrading of unique and authentic non accommodation venues</li></ul><p><strong>What is not eligible:</strong></p><ul><li>business start up activities.<strong></strong></li><li>construct, maintain or upgrade major transport infrastructure such as roads, airports, ferry terminals etc.</li><li>build or upgrade of toilet blocks as stand-alone projects</li><li>car parks as stand-alone projects</li><li>employee salaries</li><li>administrative / running costs that are normally the applicants responsibility</li><li>restaurants/cafes/retail stores/music venues/stand-alone projects</li><li>moveable assets</li><li>purchase of land</li><li>costs to comply with statutory legislation</li><li>maintenance costs</li><li>accommodation related costs</li><li>events /festivals</li><li>conference facilities aligned to accommodation</li><li>recoverable VAT</li><li>projects which have already appointed contractors to commence capital works</li><li>projects seeking less than £25,000 grant</li><li>projects seeking less than 10 per cent&nbsp;of eligible costs</li><li>in kind support</li><li>non capital costs- marketing/feasibility/technical studied/terms of reference/accreditation schemes/training, etc</li></ul><p>Please note that applicants must be operational in business for at least&nbsp;two years.</p><p>NITB financial assistance will not normally exceed the following thresholds:</p><p><strong>1.&nbsp;&nbsp; </strong><strong>&nbsp;Private sector</strong></p><p>Financial assistance up to 30 per cent of eligible project costs, with a minimum grant of £25,000.</p><p><strong>2.&nbsp;&nbsp;&nbsp;&nbsp; </strong><strong>&nbsp;Public sector</strong></p><p>Financial assistance up to 50 per cent of eligible project costs, with a minimum grant of £25,000.</p><p><strong>3.&nbsp;&nbsp;&nbsp;&nbsp; </strong><strong>&nbsp;Voluntary/Community sector</strong></p><p>Financial assistance up to 50 per cent of eligible project costs, with a minimum grant of £25,000.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>","<p>The TDS application process comprises two stages. All applications will be assessed together; the process is competitive within a limited grant budget.</p><p><strong>Stage 1. Initial application process and shortlisting.</strong></p><p>This will involve prospective applicants completing an on line application form. Applicants must log on to <a href=""http://www.nitb.com/tds"">www.nitb.com/tds</a> and complete the application form. An original signed declaration must be printed and submitted to the NITB Funding and Monitoring Unit to verify the application. The closing date for receipt of completed application forms is <strong>12 noon on Friday 6<sup>th</sup> January 2012</strong>. An evaluation of each application will be undertaken by an advisory panel which will score the application against the scheme's assessment / selection criteria detailed in appendix 1. Those applications which score highest (within the budget limitations of the scheme) and will therefore assist NITB in meeting its corporate priorities to the fullest extent will be approved for progression to full assessment and appraisal at this time. Those projects which are not shortlisted will receive notification that they have been unsuccessful.</p><p><strong>Stage 2. Full assessment and appraisal.</strong></p><p>Those projects which are shortlisted will be notified in writing and will be requested to submit a full business plan and operating plan and any other documents which may be required such as trading accounts, costed specifications and designs/site plans. Site visits will be conducted by NITB officers to assist with the production of this documentation. Each project will then undergo a full assessment and economic appraisal against specific assessment / selection criteria (please see <a href=""http://www.nitb.com/tds"">www.nitb.com/tds</a> for more information).</p><p>Following satisfactory economic appraisal and NITB Board approval, successful applicants will be issued with and are required to sign a Letter of Offer which becomes a legally binding document. Each Letter of Offer will include project specific conditions which must be adhered to.</p><p>Application forms are available at <a href=""http://www.nitb.com/tds"">www.nitb.com/tds</a> for online completion and submission. Should you have any requests for applications or queries, please telephone 028 9044 1622 or e-mail: <a href=""mailto:tds@nitb.com"">tds@nitb.com</a>.</p>","<p>Under the Tourism (Northern Ireland) Order 1992 the Northern Ireland Tourist Board (NITB) is empowered to provide selective financial assistance to the tourism sector in Northern Ireland. The Tourism Development Scheme will be used to assist, via a call for projects:</p><ul><li>family themed products</li><li>culture and heritage</li><li>food / music / gardens</li><li>large scale conference and event infrastructural projects</li></ul><p>These will be located within the nine key destination areas across Northern Ireland outlined in the Draft Tourism Strategy for Northern Ireland to 2020 namely:</p><ul><li>Belfast</li><li>Fermanagh Lakelands</li><li>Derry and Londonderry</li><li>Lough Neagh</li><li>Strangford</li><li>Causeway Coast and Glens</li><li>The Mournes</li><li>The Sperrins</li><li>Armagh</li></ul><p>Projects selected for assistance shall be in line with NITB&apos;s corporate priorities.</p>",,0,0,0,,2,0,25000,"Northern Ireland Tourist Board","Financial assistance for the tourism sector in Northern Ireland for projects which aim to meet increased visitor expectations",http://www.nitb.com/tds,"Northern Ireland Tourist Board website","NITB, St Anne's Court, 59 North Street, Belfast, BT1 1NB"
742,17003,12339,"Brentford and Hounslow Town Centre Support",,"<p>Businesses must be&nbsp;based in the London Borough of Hounslow postcodes of TW3 and TW8</p>",,"<p>Hounslow for Business is pleased to announce the creation of a new business support programme aimed at helping existing businesses based in Hounslow and Brentford (TW3 and TW8). The new service will run from November 2011 to March 2012.</p><p>The programme which is fully funded by the Mayor of London's Outer London Fund is a comprehensive package of workshops, business reviews and one to one sessions with various business specialists. Workshops and support covers areas such as; business resilience, boosting your retail sales, waste and energy cost reduction, how to raise finance, how food safety can increase business, and how customer care can grow profits. Free financial health checks and business reviews will also be part of the package of free services.</p><p>If you are a Hounslow or Brentford-based business and would like to register your interest or find out how this new service can help your business, you can call us now on 0845 330 9105 or contact us at <a href=""mailto:admin@hounslowforbusiness.info"">admin@hounslowforbusiness.info</a> or visit our website www.hounslowforbusiness.info</p>",,0,50,0,,18,1,0,"Hounslow for Business","Support programme for existing businesses based in Hounslow and Brentford (TW3 and TW8)",http://www.hounslowforbusiness.info,"Hounslow for Business website","Hounslow for Business
18, Tachbrook Road, London TW14 9NX
0845 330 9105
admin@hounslowforbusiness.info"
743,16657,12340,"Hounslow Innovation",,"<p>Any resident of the London Borough of Hounslow can apply.</p>",,"<p>Hounslow for Business is pleased to announce the launch of a new business start up programme funded by Hounslow Council's Community Partnerships Unit. The service is aimed at Hounslow Borough residents who want to start their own business. Hounslow for Business will run free workshops each month and there is also the option to receive free one to one sessions with an experienced business advisor. If you know someone who might be interested in this programme or know of an organisation that works with people who are considering self-employment then please help them by referring them to this programme.</p><p>If you're a Hounslow Borough resident and want to become your own boss, give us a call now on 0845 330 9105 or contact us at <a href=""mailto:admin@hounslowforbusiness.info"">admin@hounslowforbusiness.info</a>, or visit our website for more information <a href=""http://www.hounslowforbusiness.info/"">www.hounslowforbusiness.info</a></p>",,0,0,0,,0,0,0,"Hounslow for Business","Workshops and one-to-one sessions for Hounslow Borough residents who want to start up their own business",http://www.hounslowforbusiness.info,"Hounslow for Business website","Hounslow for Business 
18, Tachbrook Road, London TW14 9NX
0845 330 9105
admin@hounslowforbusiness.info
"
744,16988,12470,"Collaborative Research and Development",,,,"<p>Collaborative Research and Development is designed to assist the industrial and research communities to work together on R&amp;D projects in strategically important areas of science, engineering and technology - from which successful new products, processes and services can emerge.</p><p>Collaborative Research and Development aims to help businesses including SMEs and knowledge base institutions to undertake collaborative pre competitive research and development of enabling technologies and large-scale demonstrator projects for innovative products, processes or services.</p><p>Funding of collaborative R&amp;D projects is allocated on the basis of regular competitions.</p><p>Projects range in value from £10k to over £100m and typically the grant provides 50 per cent&nbsp;of the project costs. The remaining project costs will need to be covered by the applicant, but cannot include other forms of UK Government funding.</p>",,0,0,100000000,,0,0,10000,"Technology Strategy Board","Competitions for funding collaborative and innovative technology-focused projects to develop new products and services",http://www.innovateuk.org/deliveringinnovation/collaborativeresearchanddevelopment.ashx,"Technology Strategy Board website","Technology Strategy Board website
http://www.innovateuk.org/deliveringinnovation/collaborativeresearchanddevelopment.ashx "
745,16989,12471,"Designing Demand",,,,"<p><strong>What does it do?</strong></p><p>Designing Demand provides structured mentoring to help your company boost competitiveness, speed up growth and improve the bottom line by putting design at the centre of your business strategy.</p><p><strong>What can I get?</strong></p><p>If you are an SME, with the potential for high growth, you can get up to ten days of design and innovation focussed mentoring over six-18 months.</p><p>The service will be tailored to your business needs. You and your management team will get hands-on mentoring delivered through a series of steps:</p><p>â€¢ Identifying medium to long term strategic business challenges</p><p>â€¢ Defining the practical projects and programmes of work that will overcome these challenges</p><p>â€¢ Action planning to ensure projects and programmes are moved forward with momentum to implement change.</p><p>â€¢ Support to implement the changes</p><p>â€¢ Design Associates will also be able to identify other specialist help that your business may need</p><p><strong>What will it achieve for me?</strong></p><p>You will see improved business results when you are working with your Design Associate from an immediate change in the innovation culture of your business to increased focus on achieving the strategic outcomes. Through managing the innovation projects identified through the process, you will also gain valuable skills and capabilities to manage design strategically within your business in future.</p><p>As with other businesses that have gone through this programme, the projects you take forward will enable you to increase sales, turnover and profit, exports, safeguard/gain jobs and transform your business into an innovation and design-led business.</p><p><strong>Who do I contact?</strong></p><p>Not all businesses will be ready or able to make use of Designing Demand. To find out if your business is one that could make use of Designing Demand please visit <a href=""http://www.businesslink.gov.uk"" target=""_blank"">Business Link</a> for an initial assessment or <a href=""http://www.designcouncil.org.uk/designingdemand"">Designing Demand</a></p><p><strong>How much will it cost?</strong></p><p>A range of online services including Information and Introduction to Design and Community of Practice which would allow you to gain further awareness and understanding of how you can benefit from design will be available free of charge. Three stages of the One to One Design Mentoring element of Designing Demand will require a contribution from your business.</p>",,0,0,0,,0,0,0,"Design Council","Design Council mentoring workshops for SMEs to develop innovative design briefs and get their projects to market",http://www.designcouncil.org.uk/designingdemand,"Design Council website",
746,16992,12474,"Networking for Innovation",,,,"<p><strong>What can I get? </strong></p><p>Businesses can access single over-arching national networks in specific fields of technology or business application. Networks for Innovation bring together people from businesses, universities, and research, finance and technology organisations to stimulate innovation through knowledge transfer.</p><p><strong>What does it do? </strong></p><p>Networks for Innovation help businesses to access knowledge and information central to innovation growth.</p><p><strong>What will it achieve for me? </strong></p><p>Businesses will have access to:</p><p>â€¢ Networking - frequent opportunities to network with other businesses and academics through targeted events, meetings and Special Interest Groups organised by the Network for Innovation.</p><p>â€¢ Information and news - free access to on-line services such as reports, newsletters, webinars/e-training, events diaries, e-conferencing and collaboration tools and general sector/application specific information.</p><p>â€¢ Funding opportunities -advice on Technology Strategy Board Collaborative R&amp; D calls, Knowledge Transfer Partnerships and other sources of funding for innovation such as Framework Programme 7, Eureka, Venture Capital.</p><p>â€¢ Policy and regulation - a communications route between their community, Government and EU, giving members the opportunity to influence policies and regulation in the UK and abroad.</p><p><strong>Who do I contact? </strong></p><p>The Networks for Innovation are hosted on â€œConnectâ€, a powerful networking platform that facilitates open innovation, where businesses and other organisations can network, share information and knowledge and work together securely, and utilise the online tools to work collaboratively or discuss ideas and find events. For further information refer to: https://ktn.innovateuk.org/web/guest/home</p><p><strong>How much will it cost? </strong></p><p>Networks for Innovation are free to join.</p>",,0,0,0,,0,0,0,"Technology Strategy Board","Helping businesses access knowledge and information to support innovation and growth",http://connect.innovateuk.org/web/guest/home,"Technology Strategy Board website","Esther Sadler"
747,16978,12476,Apprenticeships,,,,"<p><strong>What can I get? </strong></p><p>As an employer you will get support to employ an apprentice as a route to ensuring your company has the practical skills its needs to grow.</p><p><strong>What does it do? </strong></p><p>Apprenticeships provide real, measurable business benefits. They bring productive, enthusiastic and loyal people into your business and help you to demonstrate your commitment to investing in your staff. There are nearly 200 apprenticeship frameworks suitable for hundreds of job roles from Nursing to Graphic Design, Horticulture to Electric Vehicle Engineering.</p><p><strong>What will it achieve for me? </strong></p><p>Apprentices increase productivity and efficiency; 80 per cent of those who employ apprentices agree they make the workplace more productive. Apprentices are loyal and hardworking and help businesses grow. 88 per cent of employers who employ apprentices believe that apprenticeships lead to a more motivated and satisfied workforce.</p><p>&nbsp;www.businesslink.gov.uk provides businesses with an impartial gateway to advice and help that is available and will also provide up-to-date information on changes during the transition period.</p><p><strong>Who do I contact? </strong></p><p>The National Apprenticeship Service can help fund and support apprenticeship training within your business. Go to www.apprenticeships.org.uk.</p><p><strong>How much will it cost? </strong></p><p>Employers are expected to meet the full salary costs of their apprentices. Under the specific provisions under the National Minimum Wage the current hourly rate is £2.50.</p><p>For apprentices aged 16-18 Government will fund 100 per cent of the associated training costs. For apprentices aged 19+ employers are expected to make a financial contribution of at least 50 per cent of the training costs in addition to the salary costs. This means that the Government will co-fund the costs of apprenticeship training for adults up to a maximum of 50 per cent.</p>",,0,0,0,,0,0,0,"National Apprenticeships Service","Support to employ an apprentice so your company has the skills it needs to grow",http://www.apprenticeships.org.uk,"National Apprenticeships Service website",
749,16203,12480,"Recycled Content Grant - Wales",,,,"<p>The Welsh economy has a significant manufacturing sector, with a particularly high proportion of small to medium sized enterprises (SMEs). WRAP believes that much of the recyclate from Wales leaves the region for additional refining and incorporation into new products, as opposed to providing a feedstock for Welsh business.</p><p>This grant scheme, funded through the Welsh Government and the European Union Regional Development Fund (ERDF), offers capital support to assist SME manufacturers to incorporate or increase their use of recyclate as input material for manufacturing products, processes or packaging. Applicants are encouraged to seek sources of recyclate from within Wales, to facilitate local supply and demand. &nbsp;</p><p>Support will include grant funding of up to 40 per cent (to a maximum of £50,000) for Welsh SMEs who are seeking to incorporate or increase the use of recyclate in their manufacturing processes or packaging.&nbsp; Grants are available for capital expenditure and some initial promotional costs to promote products produced with (increased levels of) recyclate as result of the grant.<br /><br />The project targets key materials identified in the Wales Collections, Infrastructure and Markets Sector plan (CIMS) including plastics, paper, card, textiles and non-ferrous metals (WEEE).<br /><br />If you have any queries, please direct them to 029 2044 8095.</p>",,0,0,50000,,0,0,0,"Welsh Government and WRAP Cymru","Funding for Welsh manufacturing SMEs to use recycled materials in their products, packaging or processing",http://www.wrap.org.uk/wrap_corporate/funding/arid_rec_content.html,"Welsh Government and WRAP Cymru website",
750,18411,12505,"Sporting Chance Initiative","<p>The STAR award scheme will fund projects up to £5,000 in cash or matched in kind by the business. â€˜Matched in-kind' means a company will receive the cash value of the time, resources, data or equipment contributed to the project.</p><p>The Sporting Chance Initiative works with businesses free-of-charge and their work also includes the following:</p><ul><li>supporting the innovation development process</li><li>access to academic expertise in Higher Education</li><li>information about the sports industry</li></ul><p>The STAR award can be spent on equipment if it does not exceed half the value of the award. The equipment must be:</p><ul><li>essential to complete the project</li><li>not easily accessible or available from another organisation or department</li><li>have the potential to further benefit the client should the collaboration continue beyond the end of the project.</li></ul>","<p>The scope for funding is wide and each project is judged on its merit. Examples of projects include:</p><ul><li>testing and analysis of prototypes</li><li>research studies into product performance</li><li>research studies into behaviours/trends and their impact on a process or service</li><li>marketing or business strategy (including analysis and evaluation of route to market)</li></ul><p>Types of projects not funded include:</p><ul><li>standard training courses</li><li>software purchases</li><li>internships for students of knowledge institutions</li><li>design and production of advertising materials</li></ul><p>The Sporting Chance Initiative only gives support to Scottish SMEs. For funding purposes, Scottish businesses must have a turnover of less than £35m and fewer than 250 staff. However, the Sporting Chance Initiative could still help those who are not a registered Scottish SME by helping them find the expertise they need and suggest other funding options.</p>","<p>Under normal circumstances, companies will know within two weeks of submitting their application if they have been successful.</p><p>Funding is paid directly to the Higher Education institution on completing the project and delivering a project completion report to the Sporting Chance Initiative.</p>","<p>Sporting Chance Initiative helps Scottish businesses to develop new products and services for the sports market. It is also aimed at those who want to find out how their existing products or technologies could be developed for sport.</p><p>The Sporting Chance Initiative also has a STAR Grant. This award scheme supports collaborations between Scottish Small and Medium Enterprises (SMEs) and Higher Education institutions.</p><p>This is the only support organisation for sports innovation inScotland. They are a collaborative partnership between the Scottish Government, the University of Stirling, Stirling University Innovation Park and Stirling Council. The project is co-funded by European Structural Funds.</p>",35000000,0,249,0,,0,1,0,"Scottish Government and partners","Free service helping Scottish businesses with less than 250 employees to develop new products, processes and services for sports, health and wellness markets",http://www.sportingchanceinitiative.co.uk/,"Scottish Government and partners website","Stirling University Innovation Park Ltd
Scion House
Stirling University Innovation Park
Stirling
FK9 4NF
01786 458 104"
751,16336,12530,"Access to Finance NW",,"<p>North West based small to medium size enterprises that meet the eligibility criteria for assistance from business support projects part-funded by European Regional Development Funds.</p>",,"<p>The&nbsp;Access to Finance NW service provides free impartial help and support to eligible small to medium size businesses in the North West that are seeking to raise finance.&nbsp; Our team of experienced&nbsp;specialists finance advisors&nbsp;can&nbsp;provide assistance in the following areas:</p><ul><li>an assessment of your financial position and funding requirements</li><li>development of your business plan with financial and other supporting information</li><li>identification of the finance products that are appropriate for your business, including both debt and equity products&nbsp;</li><li>coaching and mentoring to develop an investment proposition and pitch presentation</li><li>introductions to suitable finance providers including NW business angels</li><li>introductions to other business support and financial service providers</li><li>support at meetings with lenders and investors</li></ul><p>For more information, to contact us, or to arrange a meeting with one of our finance specialists, please visit our web site <a href=""http://www.a2fnw.co.uk/"" title=""blocked::http://www.a2fnw.co.uk/"">www.a2fnw.co.uk</a>&nbsp;or email <a href=""mailto:enquiries@a2fnw.co.uk"" title=""blocked::mailto:enquiries@a2fnw.co.uk"">enquiries@a2fnw.co.uk</a></p><p>Please note some restrictions do apply regarding the type of businesses eligible for support from the Access to Finance NW service</p>",43000000,0,249,0,,1,1,0,"Skills Solutions Limited, part of the Manchester Solutions Group","Support for north west of England businesses in raising finance for growth",http://www.a2fnw.co.uk/,"Skills Solutions Limited, part of the Manchester Solutions Group website","Gaynor Dykes 
Access to Finance NW Manager 
M: 07909 936396 
mailto:[mailto:Gaynor.Dykes@a2fnw.co.uk]"
